,pokedex_number,generation,is_sub_legendary,is_legendary,is_mythical,type_number,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,egg_type_number,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
377,319,3,0,0,0,2,1.8,88.8,2,460.0,70.0,120.0,40.0,95.0,40.0,95.0,60.0,35.0,161.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
378,319,3,0,0,0,2,2.5,130.3,1,560.0,70.0,140.0,70.0,110.0,65.0,105.0,60.0,35.0,196.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
379,320,3,0,0,0,1,2.0,130.0,3,400.0,130.0,70.0,35.0,70.0,35.0,60.0,125.0,70.0,80.0,2,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
380,321,3,0,0,0,1,14.5,398.0,3,500.0,170.0,90.0,45.0,90.0,45.0,60.0,60.0,70.0,175.0,2,50.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
381,322,3,0,0,0,2,0.7,24.0,3,305.0,60.0,60.0,40.0,65.0,45.0,35.0,255.0,70.0,61.0,1,50.0,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
382,323,3,0,0,0,2,1.9,220.0,3,460.0,70.0,100.0,70.0,105.0,75.0,40.0,150.0,70.0,161.0,1,50.0,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
383,323,3,0,0,0,2,2.5,320.5,1,560.0,70.0,120.0,100.0,145.0,105.0,20.0,150.0,70.0,196.0,1,50.0,20.0,1.0,0.5,3.0,0.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
384,324,3,0,0,0,1,0.5,80.4,3,470.0,70.0,85.0,140.0,85.0,70.0,20.0,90.0,70.0,165.0,1,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
385,325,3,0,0,0,1,0.7,30.6,3,330.0,60.0,25.0,35.0,70.0,80.0,60.0,255.0,70.0,66.0,1,50.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
386,326,3,0,0,0,1,0.9,71.5,3,470.0,80.0,45.0,65.0,90.0,110.0,80.0,60.0,70.0,165.0,1,50.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
387,327,3,0,0,0,1,1.1,5.0,3,360.0,60.0,60.0,60.0,60.0,60.0,60.0,255.0,70.0,126.0,2,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
388,328,3,0,0,0,1,0.7,15.0,3,290.0,45.0,100.0,45.0,45.0,45.0,10.0,255.0,70.0,58.0,2,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
389,329,3,0,0,0,2,1.1,15.3,1,340.0,50.0,70.0,50.0,50.0,50.0,70.0,120.0,70.0,119.0,2,50.0,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
390,330,3,0,0,0,2,2.0,82.0,1,520.0,80.0,100.0,80.0,80.0,80.0,100.0,45.0,70.0,234.0,2,50.0,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
391,331,3,0,0,0,1,0.4,51.3,2,335.0,50.0,85.0,40.0,85.0,40.0,35.0,190.0,35.0,67.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
392,332,3,0,0,0,2,1.3,77.4,2,475.0,70.0,115.0,60.0,115.0,60.0,55.0,60.0,35.0,166.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
393,333,3,0,0,0,2,0.4,1.2,2,310.0,45.0,40.0,60.0,40.0,75.0,50.0,255.0,70.0,62.0,2,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
394,334,3,0,0,0,2,1.1,20.6,2,490.0,75.0,70.0,90.0,70.0,105.0,80.0,45.0,70.0,172.0,2,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
395,334,3,0,0,0,2,1.5,20.6,1,590.0,75.0,110.0,110.0,110.0,105.0,80.0,45.0,70.0,207.0,2,50.0,20.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
396,335,3,0,0,0,1,1.3,40.3,2,458.0,73.0,115.0,60.0,60.0,60.0,90.0,90.0,70.0,160.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
397,336,3,0,0,0,1,2.7,52.5,2,458.0,73.0,100.0,60.0,100.0,60.0,65.0,90.0,70.0,160.0,2,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
398,337,3,0,0,0,2,1.0,168.0,1,460.0,90.0,55.0,65.0,95.0,85.0,70.0,45.0,70.0,161.0,1,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
399,338,3,0,0,0,2,1.2,154.0,1,460.0,90.0,95.0,85.0,55.0,65.0,70.0,45.0,70.0,161.0,1,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
400,339,3,0,0,0,2,0.4,1.9,3,288.0,50.0,48.0,43.0,46.0,41.0,60.0,190.0,70.0,58.0,1,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
401,340,3,0,0,0,2,0.9,23.6,3,468.0,110.0,78.0,73.0,76.0,71.0,60.0,75.0,70.0,164.0,1,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
402,341,3,0,0,0,1,0.6,11.5,3,308.0,43.0,80.0,65.0,50.0,35.0,35.0,205.0,70.0,62.0,2,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
403,342,3,0,0,0,2,1.1,32.8,3,468.0,63.0,120.0,85.0,90.0,55.0,55.0,155.0,70.0,164.0,2,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
404,343,3,0,0,0,2,0.5,21.5,1,300.0,40.0,40.0,55.0,40.0,70.0,55.0,255.0,70.0,60.0,1,,20.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
405,344,3,0,0,0,2,1.5,108.0,1,500.0,60.0,70.0,105.0,70.0,120.0,75.0,90.0,70.0,175.0,1,,20.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
406,345,3,0,0,0,2,1.0,23.8,2,355.0,66.0,41.0,77.0,61.0,87.0,23.0,45.0,70.0,71.0,1,87.5,30.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
407,346,3,0,0,0,2,1.5,60.4,2,495.0,86.0,81.0,97.0,81.0,107.0,43.0,45.0,70.0,173.0,1,87.5,30.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
408,347,3,0,0,0,2,0.7,12.5,2,355.0,45.0,95.0,50.0,40.0,50.0,75.0,45.0,70.0,71.0,1,87.5,30.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
409,348,3,0,0,0,2,1.5,68.2,2,495.0,75.0,125.0,100.0,70.0,80.0,45.0,45.0,70.0,173.0,1,87.5,30.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
410,349,3,0,0,0,1,0.6,7.4,3,200.0,20.0,15.0,20.0,10.0,55.0,80.0,255.0,70.0,40.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
411,350,3,0,0,0,1,6.2,162.0,3,540.0,95.0,60.0,79.0,100.0,125.0,81.0,60.0,70.0,189.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
412,351,3,0,0,0,1,0.3,0.8,1,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,2,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
413,351,3,0,0,0,1,0.3,0.8,1,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,2,50.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
414,351,3,0,0,0,1,0.3,0.8,1,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,2,50.0,25.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
415,351,3,0,0,0,1,0.3,0.8,1,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,2,50.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,352,3,0,0,0,1,1.0,22.0,2,440.0,60.0,90.0,70.0,60.0,120.0,40.0,200.0,70.0,154.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
417,353,3,0,0,0,1,0.6,2.3,3,295.0,44.0,75.0,35.0,63.0,33.0,45.0,225.0,35.0,59.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
418,354,3,0,0,0,1,1.1,12.5,3,455.0,64.0,115.0,65.0,83.0,63.0,65.0,45.0,35.0,159.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
419,354,3,0,0,0,1,1.2,13.0,1,555.0,64.0,165.0,75.0,93.0,83.0,75.0,45.0,35.0,194.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
420,355,3,0,0,0,1,0.8,15.0,2,295.0,20.0,40.0,90.0,30.0,90.0,25.0,190.0,35.0,59.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
421,356,3,0,0,0,1,1.6,30.6,2,455.0,40.0,70.0,130.0,60.0,130.0,25.0,90.0,35.0,159.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
422,357,3,0,0,0,2,2.0,100.0,3,460.0,99.0,68.0,83.0,72.0,87.0,51.0,200.0,70.0,161.0,2,50.0,25.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
423,358,3,0,0,0,1,0.6,1.0,1,455.0,75.0,50.0,80.0,95.0,90.0,65.0,45.0,70.0,159.0,1,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
424,359,3,0,0,0,1,1.2,47.0,3,465.0,65.0,130.0,60.0,75.0,60.0,75.0,30.0,35.0,163.0,1,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
425,359,3,0,0,0,1,1.2,49.0,1,565.0,65.0,150.0,60.0,115.0,60.0,115.0,30.0,35.0,198.0,1,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
426,360,3,0,0,0,1,0.6,14.0,2,260.0,95.0,23.0,48.0,23.0,48.0,23.0,125.0,70.0,52.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
427,361,3,0,0,0,1,0.7,16.8,3,300.0,50.0,50.0,50.0,50.0,50.0,50.0,190.0,70.0,60.0,2,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
428,362,3,0,0,0,1,1.5,256.5,3,480.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,70.0,168.0,2,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
429,362,3,0,0,0,1,2.1,350.2,1,580.0,80.0,120.0,80.0,120.0,80.0,100.0,75.0,70.0,203.0,2,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
430,363,3,0,0,0,2,0.8,39.5,3,290.0,70.0,40.0,50.0,55.0,50.0,25.0,255.0,70.0,58.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
431,364,3,0,0,0,2,1.1,87.6,3,410.0,90.0,60.0,70.0,75.0,70.0,45.0,120.0,70.0,144.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
432,365,3,0,0,0,2,1.4,150.6,3,530.0,110.0,80.0,90.0,95.0,90.0,65.0,45.0,70.0,239.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
433,366,3,0,0,0,1,0.4,52.5,2,345.0,35.0,64.0,85.0,74.0,55.0,32.0,255.0,70.0,69.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
434,367,3,0,0,0,1,1.7,27.0,2,485.0,55.0,104.0,105.0,94.0,75.0,52.0,60.0,70.0,170.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
435,368,3,0,0,0,1,1.8,22.6,2,485.0,55.0,84.0,105.0,114.0,75.0,52.0,60.0,70.0,170.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
436,369,3,0,0,0,2,1.0,23.4,3,485.0,100.0,90.0,130.0,45.0,65.0,55.0,25.0,70.0,170.0,2,87.5,40.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
437,370,3,0,0,0,1,0.6,8.7,2,330.0,43.0,30.0,55.0,40.0,65.0,97.0,225.0,70.0,116.0,1,25.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
438,371,3,0,0,0,1,0.6,42.1,2,300.0,45.0,75.0,60.0,40.0,30.0,50.0,45.0,35.0,60.0,1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
439,372,3,0,0,0,1,1.1,110.5,2,420.0,65.0,95.0,100.0,60.0,50.0,50.0,45.0,35.0,147.0,1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
440,373,3,0,0,0,2,1.5,102.6,2,600.0,95.0,135.0,80.0,110.0,80.0,100.0,45.0,35.0,270.0,1,50.0,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
441,373,3,0,0,0,2,1.8,112.6,1,700.0,95.0,145.0,130.0,120.0,90.0,120.0,45.0,35.0,315.0,1,50.0,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
442,374,3,0,0,0,2,0.6,95.2,2,300.0,40.0,55.0,80.0,35.0,60.0,30.0,3.0,35.0,60.0,1,,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
443,375,3,0,0,0,2,1.2,202.5,2,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3.0,35.0,147.0,1,,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
444,376,3,0,0,0,2,1.6,550.0,2,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3.0,35.0,270.0,1,,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
445,376,3,0,0,0,2,2.5,942.9,1,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3.0,35.0,315.0,1,,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
446,377,3,1,0,0,1,1.7,230.0,2,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,35.0,261.0,1,,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
447,378,3,1,0,0,1,1.8,175.0,2,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3.0,35.0,261.0,1,,80.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
448,379,3,1,0,0,1,1.9,205.0,2,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3.0,35.0,261.0,1,,80.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
449,380,3,1,0,0,2,1.4,40.0,1,600.0,80.0,80.0,90.0,110.0,130.0,110.0,3.0,90.0,270.0,1,0.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
450,380,3,1,0,0,2,1.8,52.0,1,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,90.0,315.0,1,0.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
451,381,3,1,0,0,2,2.0,60.0,1,600.0,80.0,90.0,80.0,130.0,110.0,110.0,3.0,90.0,270.0,1,100.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
452,381,3,1,0,0,2,2.3,70.0,1,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3.0,90.0,315.0,1,100.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
453,382,3,0,1,0,1,4.5,352.0,1,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,0.0,302.0,1,,120.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
454,382,3,0,1,0,1,9.8,430.0,1,770.0,100.0,150.0,90.0,180.0,160.0,90.0,5.0,0.0,347.0,1,,120.0,1.0,0.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
455,383,3,0,1,0,1,3.5,950.0,1,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3.0,0.0,302.0,1,,120.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
456,383,3,0,1,0,2,5.0,999.7,1,770.0,100.0,180.0,160.0,150.0,90.0,90.0,5.0,0.0,347.0,1,,120.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
457,384,3,0,1,0,2,7.0,206.5,1,680.0,105.0,150.0,90.0,150.0,90.0,95.0,45.0,0.0,306.0,1,,120.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
458,384,3,0,1,0,2,10.8,392.0,1,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3.0,0.0,351.0,1,,120.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0
459,385,3,0,0,1,2,0.3,1.1,1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,100.0,270.0,1,,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
460,386,3,0,0,1,1,1.7,60.8,1,600.0,50.0,150.0,50.0,150.0,50.0,150.0,3.0,0.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
461,386,3,0,0,1,1,1.7,60.8,1,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3.0,0.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
462,386,3,0,0,1,1,1.7,60.8,1,600.0,50.0,70.0,160.0,70.0,160.0,90.0,3.0,0.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
463,386,3,0,0,1,1,1.7,60.8,1,600.0,50.0,95.0,90.0,95.0,90.0,180.0,3.0,0.0,270.0,1,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
464,387,4,0,0,0,1,0.4,10.2,2,318.0,55.0,68.0,64.0,45.0,55.0,31.0,45.0,70.0,64.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
465,388,4,0,0,0,1,1.1,97.0,2,405.0,75.0,89.0,85.0,55.0,65.0,36.0,45.0,70.0,142.0,2,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,389,4,0,0,0,2,2.2,310.0,2,525.0,95.0,109.0,105.0,75.0,85.0,56.0,45.0,70.0,236.0,2,87.5,20.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
467,390,4,0,0,0,1,0.5,6.2,2,309.0,44.0,58.0,44.0,58.0,44.0,61.0,45.0,70.0,62.0,2,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,391,4,0,0,0,2,0.9,22.0,2,405.0,64.0,78.0,52.0,78.0,52.0,81.0,45.0,70.0,142.0,2,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
469,392,4,0,0,0,2,1.2,55.0,2,534.0,76.0,104.0,71.0,104.0,71.0,108.0,45.0,70.0,240.0,2,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
470,393,4,0,0,0,1,0.4,5.2,2,314.0,53.0,51.0,53.0,61.0,56.0,40.0,45.0,70.0,63.0,2,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
